REFOLD_INDEX,WORD,READING,DEFINITION,WORD AUDIO
662,離れる,はなれる,"to be separated, to be apart, to be distant",[sound:JP1K_662_hanareru_word.mp3]
663,思い出す,おもいだす,"to recall, to remember",[sound:JP1K_663_iomoidasu_word.mp3]
664,点,てん,"score (exams), dot, point",[sound:JP1K_664_ten_word.mp3]
665,理由,りゆう,reason,[sound:JP1K_665_riyuu_word.mp3]
666,押す,おす,"to push, to press",[sound:JP1K_666_osu_word.mp3]
667,男の子,おとこのこ,boy,[sound:JP1K_667_nootokonoko_word.mp3]
668,想像,そうぞう,imagination,[sound:JP1K_668_souzou_word.mp3]
669,近い,ちかい,"near (distance), close (in time)",[sound:JP1K_669_chikai_word.mp3]
670,女性,じょせい,"woman, feminine gender",[sound:JP1K_670_josei_word.mp3]
671,事実,じじつ,"fact, truth, reality",[sound:JP1K_671_jijitsu_word.mp3]
672,寝る,ねる,"to lie down, to go to sleep",[sound:JP1K_672_neru_word.mp3]
673,理解,りかい,"understanding, comprehension",[sound:JP1K_673_rikai_word.mp3]
674,進む,すすむ,"to advance, to go forward",[sound:JP1K_674_susumu_word.mp3]
675,状態,じょうたい,"current status, condition, situation",[sound:JP1K_675_joutai_word.mp3]
677,完全,かんぜん,"perfection, completeness",[sound:JP1K_677_kanzen_word.mp3]
678,当然,とうぜん,"of course, obviously",[sound:JP1K_678_touzen_word.mp3]
679,向こう,むこう,"over there, that way",[sound:JP1K_679_mukou_word.mp3]
680,残す,のこす,"to leave (behind, over), to save, to reserve",[sound:JP1K_680_nokosu_word.mp3]
681,普通,ふつう,"general, ordinary, usual, normally",[sound:JP1K_681_futsuu_word.mp3]
682,星,ほし,star,[sound:JP1K_682_hoshi_word.mp3]
683,守る,まもる,"to protect, to keep (a promise)",[sound:JP1K_683_mamoru_word.mp3]
684,命,いのち,life,[sound:JP1K_684_inochi_word.mp3]
685,宇宙,うちゅう,"universe, cosmos, space",[sound:JP1K_685_uchuu_word.mp3]
686,変える,かえる,"to change, to reform, to revise, to amend",[sound:JP1K_686_kaeru2_word.mp3]
687,重い,おもい,heavy (weight),[sound:JP1K_687_omoi2_word.mp3]
689,落とす,おとす,to drop,[sound:JP1K_689_otosu_word.mp3]
690,例,れい,example,[sound:JP1K_690_rei_word.mp3]
691,方法,ほうほう,method,[sound:JP1K_691_houhou_word.mp3]
692,状況,じょうきょう,"state of affairs (around you), situation, circumstances",[sound:JP1K_692_joukyou_word.mp3]
693,自由,じゆう,"freedom, liberty",[sound:JP1K_693_jiyuu_word.mp3]
694,決める,きめる,"to decide, to choose",[sound:JP1K_694_kimeru_word.mp3]
695,結局,けっきょく,"ultimately, in the end",[sound:JP1K_695_kekkyoku_word.mp3]
696,用意,ようい,"preparation, arrangements",[sound:JP1K_696_youi_word.mp3]
697,秘密,ひみつ,secret,[sound:JP1K_697_himitsu_word.mp3]
698,報告,ほうこく,report,[sound:JP1K_698_houkoku_word.mp3]
699,匂い,におい,"scent, smell",[sound:JP1K_699_nioi_word.mp3]
700,調子,ちょうし,"condition, state of health",[sound:JP1K_700_choushi_word.mp3]
701,緊張,きんちょう,nervousness,[sound:JP1K_701_kinchou_word.mp3]
702,安心,あんしん,"relief, peace of mind",[sound:JP1K_702_anshin_word.mp3]
703,他人,たにん,"other people, strangers",[sound:JP1K_703_tanin_word.mp3]
704,一体,いったい,what the ...,[sound:JP1K_704_ittai_word.mp3]
705,大変,たいへん,"greatly, terribly",[sound:JP1K_705_taihen_word.mp3]
706,夏,なつ,summer,[sound:JP1K_706_natsu_word.mp3]
707,結婚,けっこん,marriage,[sound:JP1K_707_kekkon_word.mp3]
708,興味,きょうみ,"interest (in something), curiosity (about something)",[sound:JP1K_708_kyoumi_word.mp3]
709,事情,じじょう,"circumstances, consideration, situation, state of affairs",[sound:JP1K_709_jijou_word.mp3]
710,少ない,すくない,"few, a little, insufficient",[sound:JP1K_710_sukunai_word.mp3]
711,甘い,あまい,sweet,[sound:JP1K_711_amai_word.mp3]
712,元気,げんき,"healthy, doing well",[sound:JP1K_712_genki_word.mp3]
713,作戦,さくせん,"tactics, strategy",[sound:JP1K_713_sakusen_word.mp3]
714,教師,きょうし,teacher (fomral),[sound:JP1K_714_kyoushi_word.mp3]
715,期待,きたい,"expectation, anticipation, hope",[sound:JP1K_715_kitai_word.mp3]
716,喜ぶ,よろこぶ,"to be delighted, to be glad",[sound:JP1K_716_yorokobu_word.mp3]
717,相談,そうだん,"consultation, advice",[sound:JP1K_717_soudan_word.mp3]
718,落ち着く,おちつく,"to calm down, to be calm",[sound:JP1K_718_chiochitsuku_word.mp3]
719,正直,しょうじき,"honestly, frankly",[sound:JP1K_719_shoujiki_word.mp3]
720,味,あじ,"(sense of) taste, flavor",[sound:JP1K_720_aji_word.mp3]
721,自信,じしん,"self-confidence, confidence (in oneself)",[sound:JP1K_721_jishin2_word.mp3]
722,覚悟,かくご,"resolution, readiness, preparedness",[sound:JP1K_722_kakugo_word.mp3]
723,結構,けっこう,"sufficient, quite, ok",[sound:JP1K_723_kekkou_word.mp3]
724,駄目,だめ,"hopeless, wasted, purposeless, no good, not allowed",[sound:JP1K_724_dame_word.mp3]
725,邪魔,じゃま,"hindrance, obstacle, nuisance",[sound:JP1K_725_jama_word.mp3]
726,代わり,かわり,"second helping, seconds; substitute",[sound:JP1K_726_kawari_word.mp3]
727,本気,ほんき,serious,[sound:JP1K_727_honki_word.mp3]
728,意外,いがい,"unexpected, surprising",[sound:JP1K_728_igai2_word.mp3]
729,失礼,しつれい,"excuse me, rude",[sound:JP1K_729_shitsurei_word.mp3]
730,証拠,しょうこ,"evidence, proof",[sound:JP1K_730_shouko_word.mp3]
731,特別,とくべつ,special,[sound:JP1K_731_tokubetsu_word.mp3]
732,大切,たいせつ,"important, necessary, indispensable",[sound:JP1K_732_taisetsu_word.mp3]
733,十分,じゅうぶん,"plenty, enough, sufficient, satisfactory, adequate",[sound:JP1K_733_juubun_word.mp3]
734,立派,りっぱ,"praiseworthy, creditable, splendid, fine, elegant",[sound:JP1K_734_rippa_word.mp3]
735,人生,じんせい,(human) life,[sound:JP1K_735_jinsei_word.mp3]
736,残念,ざんねん,unfortunate,[sound:JP1K_736_zannen_word.mp3]
737,焼く,やく,"to bake, to grill, to bake, to burn",[sound:JP1K_737_yaku_word.mp3]
738,本人,ほんにん,the person himself,[sound:JP1K_738_honnin_word.mp3]
739,野郎,やろう,guy (derogatory),[sound:JP1K_739_yarou_word.mp3]
740,我慢,がまん,"patience, endurance",[sound:JP1K_740_gaman_word.mp3]
741,責任,せきにん,responsibility,[sound:JP1K_741_sekinin_word.mp3]
742,全て,すべて,"all, entirely",[sound:JP1K_742_subete_word.mp3]
743,茶,ちゃ,tea,[sound:JP1K_743_cha_word.mp3]
744,多分,たぶん,"perhaps, probably",[sound:JP1K_744_tabun_word.mp3]
745,弱い,よわい,"weak, frail",[sound:JP1K_745_yowai_word.mp3]
746,偶然,ぐうぜん,"coincidence, by chance",[sound:JP1K_746_guuzen_word.mp3]
747,願う,ねがう,"to desire, to wish, to request, to implore",[sound:JP1K_747_negau_word.mp3]
748,活動,かつどう,"activity, action",[sound:JP1K_748_katsudou_word.mp3]
749,親父,おやじ,"one's father, middle aged man",[sound:JP1K_749_oyaji_word.mp3]
750,別れる,わかれる,to break up,[sound:JP1K_750_wakareru_word.mp3]
751,出会う,であう,"to meet (by chance), to come across",[sound:JP1K_751_deau_word.mp3]
752,付ける,つける,"to attach, to turn on (light)",[sound:JP1K_752_tsukeru_word.mp3]
753,未来,みらい,the future (usually distant),[sound:JP1K_753_mirai_word.mp3]
754,一応,いちおう,"more or less, tentatively",[sound:JP1K_754_ichiou_word.mp3]
755,協力,きょうりょく,"cooperation, collaboration",[sound:JP1K_755_kyouryoku_word.mp3]
756,一生,いっしょう,"whole life, a lifetime",[sound:JP1K_756_isshou_word.mp3]
757,最高,さいこう,"best, wonderful, finest",[sound:JP1K_757_saikou_word.mp3]
758,同士,どうし,"fellow, mutual, companion, comrade",[sound:JP1K_758_doushi_word.mp3]
759,感謝,かんしゃ,"thanks, gratitude",[sound:JP1K_759_kansha_word.mp3]
760,紹介,しょうかい,introduction,[sound:JP1K_760_shoukai_word.mp3]
761,女子,じょし,girl,[sound:JP1K_761_joshi_word.mp3]
763,平気,へいき,"calmness, composure, unconcern",[sound:JP1K_763_heiki_word.mp3]
764,事故,じこ,"accident, incident",[sound:JP1K_764_jiko_word.mp3]
765,足りる,たりる,"to be sufficient, to be enough",[sound:JP1K_765_tariru_word.mp3]
766,勝負,しょうぶ,"match, contest, game",[sound:JP1K_766_shoubu_word.mp3]
767,恋,こい,(romantic) love,[sound:JP1K_767_koi_word.mp3]
768,真面目,まじめ,"serious, earnest",[sound:JP1K_768_majime_word.mp3]
769,掃除,そうじ,cleaning,[sound:JP1K_769_souji_word.mp3]
770,似合う,にあう,"to suit, to match",[sound:JP1K_770_niau_word.mp3]
771,余計,よけい,"excessive, superfluous",[sound:JP1K_771_yokei_word.mp3]
772,申し訳,もうしわけ,"apology, excuse",[sound:JP1K_772_shimoushiwake_word.mp3]
773,歌う,うたう,to sing,[sound:JP1K_773_utau_word.mp3]
774,無い,ない,to not exist (inanimate objects),[sound:JP1K_774_nai_word.mp3]
775,良い,よい,"good, nice",[sound:JP1K_775_yoi_word.mp3]
776,お前,まえ,you (slightly derogatory),[sound:JP1K_776_omae_word.mp3]
777,訳,わけ,"reason, rationale",[sound:JP1K_777_wake_word.mp3]
781,馬鹿,ばか,"idiot, stupid",[sound:JP1K_781_baka_word.mp3]
782,嫌,いや,"unpleasant, detestable",[sound:JP1K_782_iya_word.mp3]
785,達,たち,pluralizing suffix (for people and animals),[sound:JP1K_785_tachi_word.mp3]
788,全く,まったく,"truly, entirely",[sound:JP1K_788_mattaku_word.mp3]
789,実,じつ,"truth, reality",[sound:JP1K_789_jitsu_word.mp3]
792,祖母,そぼ,grandmother,[sound:JP1K_792_sobo_word.mp3]
798,者,もの,person,[sound:JP1K_798_mono2_word.mp3]
802,祖父,そふ,grandfather,[sound:JP1K_802_sofu_word.mp3]
804,お願い,ねがい,favor,[sound:JP1K_804_onegai_word.mp3]
805,付き合う,つき 合[あ]う,to go out with (romantically),[sound:JP1K_805_tsukiau_word.mp3]
806,今まで,いままで,until now,[sound:JP1K_806_imamade_word.mp3]
808,下,した,below,[sound:JP1K_808_shita_word.mp3]
811,辛い,からい,spicy,[sound:JP1K_811_karai_word.mp3]
814,円,えん,yen,[sound:JP1K_814_en_word.mp3]
816,形,かたち,shape,[sound:JP1K_816_katachi_word.mp3]
818,無し,なし,without,[sound:JP1K_818_nashi_word.mp3]
820,仕方ない,しかたない,"cannot be helped, unavoidable",[sound:JP1K_820_shikatanai_word.mp3]
821,諦める,あきらめる,to give up,[sound:JP1K_821_akirameru_word.mp3]
823,謝る,あやまる,to apologize,[sound:JP1K_823_ayamaru_word.mp3]
824,お兄ちゃん,にいちゃん,older brother (informal),[sound:JP1K_824_oniichan_word.mp3]
826,感じる,かんじる,to feel,[sound:JP1K_826_kanjiru_word.mp3]
828,無駄,むだ,"waste (of time, etc), pointlessness",[sound:JP1K_828_muda_word.mp3]
829,何度,なんど,how many times,[sound:JP1K_829_nando_word.mp3]
830,件,けん,"matter, incident",[sound:JP1K_830_ken_word.mp3]
832,随分,ずいぶん,"considerably, awfully",[sound:JP1K_832_zuibun_word.mp3]
834,第,だい,prefix for forming ordinal numbers,[sound:JP1K_834_dai_word.mp3]
835,楽しみ,たのしみ,"enjoyment, anticipation",[sound:JP1K_835_tanoshimi_word.mp3]
836,側,そば,near,[sound:JP1K_836_soba_word.mp3]
838,番,ばん,"number (in a series), turn (in line)",[sound:JP1K_838_ban_word.mp3]
839,お腹,なか,stomach,[sound:JP1K_839_onaka_word.mp3]
842,伯父,おじ,uncle,[sound:JP1K_842_oji_word.mp3]
843,いい加減,かげん,"irresponsible, careless",[sound:JP1K_843_iikagen_word.mp3]
845,身,み,"body, oneself",[sound:JP1K_845_mi_word.mp3]
848,可能性,かのうせい,"possibly, potentially",[sound:JP1K_848_kanousei_word.mp3]
849,互い,たがい,"each other, one another​",[sound:JP1K_849_tagai_word.mp3]
850,臭い,くさい,smelly,[sound:JP1K_850_kusai_word.mp3]
851,愛する,あいする,to love,[sound:JP1K_851_aisuru_word.mp3]
854,今更,いまさら,now (when it is already much too late),[sound:JP1K_854_imasara_word.mp3]
855,知り合い,しり 合[あ]い,acquaintance,[sound:JP1K_855_shiriai_word.mp3]
857,大した,たいした,considerable,[sound:JP1K_857_taishita_word.mp3]
858,偉い,えらい,distinguished,[sound:JP1K_858_erai_word.mp3]
859,一言,ひとこと,a few words,[sound:JP1K_859_hitokoto_word.mp3]
860,相変わらず,あいわらず,as usual,[sound:JP1K_860_aiwarazu_word.mp3]
863,工事,こうじ,construction,[sound:JP1K_863_kouji_word.mp3]
866,増える,ふえる,to increase,[sound:JP1K_866_fueru_word.mp3]
868,逆,ぎゃく,opposite,[sound:JP1K_868_gyaku_word.mp3]
869,裏,うら,opposite side,[sound:JP1K_869_ura_word.mp3]
870,不安,ふあん,"anxiety, uneasiness",[sound:JP1K_870_fuan_word.mp3]
871,既に,すでに,already,[sound:JP1K_871_sudeni_word.mp3]
873,深い,ふかい,deep,[sound:JP1K_873_fukai_word.mp3]
874,限り,かぎり,limit,[sound:JP1K_874_kagiri_word.mp3]
875,珍しい,めずらしい,rare,[sound:JP1K_875_mezurashii_word.mp3]
876,傷つく,きずつく,to hurt,[sound:JP1K_876_kizutsuku_word.mp3]
877,納得,なっとく,"agreement, understanding",[sound:JP1K_877_nattoku_word.mp3]
878,懸命,けんめい,"earnest, with utmost effort",[sound:JP1K_878_kenmei_word.mp3]
880,慣れる,なれる,to get used to,[sound:JP1K_880_nareru_word.mp3]
881,可哀想,かわいそう,pitiful​,[sound:JP1K_881_kawaisou_word.mp3]
882,現れる,あらわれる,to show,[sound:JP1K_882_arawareru_word.mp3]
883,元々,もともと,originally,[sound:JP1K_883_motomoto_word.mp3]
884,直す,なおす,to repair,[sound:JP1K_884_naosu_word.mp3]
885,勘違い,かんちがい,"misunderstanding, mistaken idea",[sound:JP1K_885_kanchigai_word.mp3]
886,辺,へん,area,[sound:JP1K_886_hen2_word.mp3]
887,早速,さっそく,"at once, immediately",[sound:JP1K_887_sassoku_word.mp3]
888,場,ば,place,[sound:JP1K_888_ba_word.mp3]
889,年間,ねんかん,period of years,[sound:JP1K_889_nenkan_word.mp3]
890,素晴らしい,すばらしい,"great, amazing",[sound:JP1K_890_subarashii_word.mp3]
891,正しい,ただしい,correct,[sound:JP1K_891_tadashii_word.mp3]
892,運ぶ,はこぶ,to carry,[sound:JP1K_892_hakobu_word.mp3]
893,求める,もとめる,to request,[sound:JP1K_893_motomeru_word.mp3]
894,苦しい,くるしい,painful,[sound:JP1K_894_kurushii_word.mp3]
895,今後,こんご,"from now on, hereafter",[sound:JP1K_895_kongo_word.mp3]
896,休み,やすみ,rest,[sound:JP1K_896_yasumi_word.mp3]
897,羨ましい,うらやましい,envious,[sound:JP1K_897_urayamashii_word.mp3]
898,遠慮,えんりょ,restraint,[sound:JP1K_898_enryo_word.mp3]
899,以来,いらい,"since, henceforth",[sound:JP1K_899_irai_word.mp3]
900,受け取る,うけ 取[と]る,to take,[sound:JP1K_900_uketoru_word.mp3]
901,最悪,さいあく,worst,[sound:JP1K_901_saiaku_word.mp3]
902,意識,いしき,consciousness,[sound:JP1K_902_ishiki_word.mp3]
903,越える,こえる,to pass (through/over),[sound:JP1K_903_koeru_word.mp3]
904,正面,しょうめん,front,[sound:JP1K_904_shoumen_word.mp3]
905,完璧,かんぺき,perfect,[sound:JP1K_905_kanpeki_word.mp3]
906,普段,ふだん,"usually, normally",[sound:JP1K_906_fudan_word.mp3]
907,誤解,ごかい,misunderstanding,[sound:JP1K_907_gokai_word.mp3]
908,下手,へた,poor (at),[sound:JP1K_908_heta_word.mp3]
910,固い,かたい,hard,[sound:JP1K_910_katai_word.mp3]
912,空気,くうき,air,[sound:JP1K_912_kuuki_word.mp3]
913,具合,ぐあい,condition,[sound:JP1K_913_guai_word.mp3]
914,違い,ちがい,difference,[sound:JP1K_914_chigai_word.mp3]
915,お姉ちゃん,ねえちゃん,older sister (informal),[sound:JP1K_915_oneechan_word.mp3]
917,思い出,おもい出[で],memory,[sound:JP1K_917_omoide_word.mp3]
918,内容,ないよう,contents,[sound:JP1K_918_naiyou_word.mp3]
920,昼,ひる,"daytime, midday",[sound:JP1K_920_hiru_word.mp3]
921,去年,きょねん,last year,[sound:JP1K_921_kyonen_word.mp3]
922,温かい,あたたかい,warm,[sound:JP1K_922_atatakai_word.mp3]
924,手前,てまえ,"before oneself, in front of one",[sound:JP1K_924_temae_word.mp3]
926,年生,ねんせい,grade (school year),[sound:JP1K_926_nensei_word.mp3]
927,泳ぐ,およぐ,to swim,[sound:JP1K_927_oyogu_word.mp3]
928,着替える,きがえる,change clothes,[sound:JP1K_928_kigaeru_word.mp3]
929,男子,だんし,boy,[sound:JP1K_929_danshi_word.mp3]
930,水着,みずぎ,swimsuit,[sound:JP1K_930_mizugi_word.mp3]
932,少女,しょうじょ,little girl,[sound:JP1K_932_shoujo_word.mp3]
933,会話,かいわ,conversation,[sound:JP1K_933_kaiwa_word.mp3]
934,変態,へんたい,pervert,[sound:JP1K_934_hentai_word.mp3]
935,衣装,いしょう,clothing,[sound:JP1K_935_ishou_word.mp3]
936,勝ち,かち,victory,[sound:JP1K_936_kachi_word.mp3]
937,恋愛,れんあい,love,[sound:JP1K_937_renai_word.mp3]
938,お弁当,べんとう,box lunch,[sound:JP1K_938_obentou_word.mp3]
939,制服,せいふく,uniform (clothing),[sound:JP1K_939_seifuku_word.mp3]
940,開始,かいし,start,[sound:JP1K_940_kaishi_word.mp3]
941,禁止,きんし,prohibited,[sound:JP1K_941_kinshi_word.mp3]
942,体調,たいちょう,body condition,[sound:JP1K_942_taichou_word.mp3]
943,告白,こくはく,confession,[sound:JP1K_943_kokuhaku_word.mp3]
946,中学,ちゅうがく,middle school,[sound:JP1K_946_chuugaku_word.mp3]
947,用事,ようじ,errand,[sound:JP1K_947_youji_word.mp3]
948,泊まる,とまる,to stay overnight,[sound:JP1K_948_tomaru2_word.mp3]
950,全力,ぜんりょく,"all one's power (strength, energy, efforts)",[sound:JP1K_950_zenryoku_word.mp3]
951,指,ゆび,finger,[sound:JP1K_951_yubi_word.mp3]
952,話し掛ける,はなし 掛[か]ける,to start a conversation,[sound:JP1K_952_hanashikakeru_word.mp3]
953,反応,はんのう,"reaction, response",[sound:JP1K_953_hannou_word.mp3]
954,気合い,きあい,"(fighting) spirit, motivation",[sound:JP1K_954_kiai_word.mp3]
955,試験,しけん,test,[sound:JP1K_955_shiken_word.mp3]
956,やる気,き,"willingness (to do something), eagerness",[sound:JP1K_956_yaruki_word.mp3]
957,勇気,ゆうき,courage,[sound:JP1K_957_yuuki_word.mp3]
958,穴,あな,hole,[sound:JP1K_958_ana_word.mp3]
960,秒,びょう,second (time),[sound:JP1K_960_byou_word.mp3]
961,廊下,ろうか,hallway,[sound:JP1K_961_rouka_word.mp3]
962,光,ひかり,light,[sound:JP1K_962_hikari_word.mp3]
964,初,はつ,first,[sound:JP1K_964_hatsu_word.mp3]
965,終了,しゅうりょう,"end, termination",[sound:JP1K_965_shuuryou_word.mp3]
966,避ける,さける,to avoid,[sound:JP1K_966_sakeru_word.mp3]
967,攻撃,こうげき,attack,[sound:JP1K_967_kougeki_word.mp3]
968,背中,せなか,back (human body),[sound:JP1K_968_senaka_word.mp3]
969,友人,ゆうじん,friend,[sound:JP1K_969_yuujin_word.mp3]
970,性格,せいかく,personality,[sound:JP1K_970_seikaku_word.mp3]
971,広い,ひろい,"wide, spacious",[sound:JP1K_971_hiroi_word.mp3]
972,手伝い,てつだい,"help, assistance",[sound:JP1K_972_tetsudai_word.mp3]
973,遊園地,ゆうえんち,amusement park,[sound:JP1K_973_yuuenchi_word.mp3]
974,待ち合わせ,まち 合[あ]わせ,appointment,[sound:JP1K_974_machiawase_word.mp3]
975,郵便局,ゆうびんきょく,post office,[sound:JP1K_975_yuubinkyoku_word.mp3]
976,引っ越す,ひっ越[こ]す,to move (house),[sound:JP1K_976_hikkosu_word.mp3]
977,教科書,きょうかしょ,textbook,[sound:JP1K_977_kyoukasho_word.mp3]
978,文房具,ぶんぼうぐ,stationary,[sound:JP1K_978_bunbougu_word.mp3]
979,天井,てんじょう,ceiling,[sound:JP1K_979_tenjou_word.mp3]
980,投げる,なげる,to throw,[sound:JP1K_980_nageru_word.mp3]
981,飽きる,あきる,"to get tired of, to lose interest in",[sound:JP1K_981_akiru_word.mp3]
982,完了,かんりょう,"completion, conclusion",[sound:JP1K_982_kanryou_word.mp3]
983,過去,かこ,"the past, bygone days",[sound:JP1K_983_kako_word.mp3]
984,触れる,ふれる,"to touch, to feel",[sound:JP1K_984_fureru_word.mp3]
985,微妙,びみょう,"difficult, complex, subtle",[sound:JP1K_985_bimyou_word.mp3]
986,詳しい,くわしい,detailed,[sound:JP1K_986_kuwashii_word.mp3]
987,消す,けす,"to extinguish, to put out",[sound:JP1K_987_kesu_word.mp3]
989,比べる,くらべる,to compare,[sound:JP1K_989_kuraberu_word.mp3]
990,証明,しょうめい,"proof, testimony",[sound:JP1K_990_shoumei_word.mp3]
991,満足,まんぞく,satisfaction,[sound:JP1K_991_manzoku_word.mp3]
992,才能,さいのう,talent,[sound:JP1K_992_sainou_word.mp3]
993,永遠,えいえん,eternity,[sound:JP1K_993_eien_word.mp3]
994,心臓,しんぞう,heart,[sound:JP1K_994_shinzou_word.mp3]
995,勝利,しょうり,victory,[sound:JP1K_995_shouri_word.mp3]
996,季節,きせつ,season,[sound:JP1K_996_kisetsu_word.mp3]
997,値段,ねだん,price,[sound:JP1K_997_nedan_word.mp3]
998,預ける,あずける,to leave (in someone's keeping),[sound:JP1K_998_azukeru_word.mp3]
999,与える,あたえる,to give (esp. to someone of lower status),[sound:JP1K_999_ataeru_word.mp3]
1000,慌てる,あわてる,"to be flustered, to panic",[sound:JP1K_1000_awateru_word.mp3]
